invoice_no,stock_code,description,quantity,invoice_date,unit_price,customer_id,country,sales
538165,22659,LUNCH BOX I LOVE LONDON,10,2010-12-09 17:34:00,1.95,14031,United Kingdom,19.5
538166,21733,RED HANGING HEART T-LIGHT HOLDER,3,2010-12-09 18:09:00,2.95,17965,United Kingdom,8.850000000000001
538166,21915,RED  HARMONICA IN BOX ,5,2010-12-09 18:09:00,1.25,17965,United Kingdom,6.25
538166,21915,RED  HARMONICA IN BOX ,5,2010-12-09 18:09:00,1.25,17965,United Kingdom,6.25
538166,22111,SCOTTIE DOG HOT WATER BOTTLE,1,2010-12-09 18:09:00,4.95,17965,United Kingdom,4.95
538166,22112,CHOCOLATE HOT WATER BOTTLE,1,2010-12-09 18:09:00,4.95,17965,United Kingdom,4.95
538166,22113,GREY HEART HOT WATER BOTTLE,1,2010-12-09 18:09:00,3.75,17965,United Kingdom,3.75
538166,22191,IVORY DINER WALL CLOCK,1,2010-12-09 18:09:00,8.5,17965,United Kingdom,8.5
538166,22193,RED DINER WALL CLOCK,2,2010-12-09 18:09:00,8.5,17965,United Kingdom,17.0
538166,22197,SMALL POPCORN HOLDER,5,2010-12-09 18:09:00,0.85,17965,United Kingdom,4.25
538166,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2010-12-09 18:09:00,2.95,17965,United Kingdom,8.850000000000001
538167,20719,WOODLAND CHARLOTTE BAG,3,2010-12-09 18:58:00,0.85,14713,United Kingdom,2.55
538167,20724,RED RETROSPOT CHARLOTTE BAG,3,2010-12-09 18:58:00,0.85,14713,United Kingdom,2.55
538167,20727,LUNCH BAG  BLACK SKULL.,3,2010-12-09 18:58:00,1.65,14713,United Kingdom,4.949999999999999
538167,20728,LUNCH BAG CARS BLUE,3,2010-12-09 18:58:00,1.65,14713,United Kingdom,4.949999999999999
538167,21181,PLEASE ONE PERSON METAL SIGN,4,2010-12-09 18:58:00,2.1,14713,United Kingdom,8.4
538167,21479,WHITE SKULL HOT WATER BOTTLE ,1,2010-12-09 18:58:00,3.75,14713,United Kingdom,3.75
538167,21914,BLUE HARMONICA IN BOX ,12,2010-12-09 18:58:00,1.25,14713,United Kingdom,15.0
538167,22084,PAPER CHAIN KIT EMPIRE,6,2010-12-09 18:58:00,2.95,14713,United Kingdom,17.700000000000003
538167,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,40,2010-12-09 18:58:00,2.55,14713,United Kingdom,102.0
538167,22111,SCOTTIE DOG HOT WATER BOTTLE,2,2010-12-09 18:58:00,4.95,14713,United Kingdom,9.9
538167,22113,GREY HEART HOT WATER BOTTLE,6,2010-12-09 18:58:00,3.75,14713,United Kingdom,22.5
538167,22367,CHILDRENS APRON SPACEBOY DESIGN,2,2010-12-09 18:58:00,1.95,14713,United Kingdom,3.9
538167,22383,LUNCH BAG SUKI  DESIGN ,2,2010-12-09 18:58:00,1.65,14713,United Kingdom,3.3
538167,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,3,2010-12-09 18:58:00,3.75,14713,United Kingdom,11.25
538167,22750,FELTCRAFT PRINCESS LOLA DOLL,3,2010-12-09 18:58:00,3.75,14713,United Kingdom,11.25
538167,47591D,PINK FAIRY CAKE CHILDRENS APRON,2,2010-12-09 18:58:00,1.95,14713,United Kingdom,3.9
538167,82483,WOOD 2 DRAWER CABINET WHITE FINISH,1,2010-12-09 18:58:00,5.95,14713,United Kingdom,5.95
538167,82484,WOOD BLACK BOARD ANT WHITE FINISH,2,2010-12-09 18:58:00,6.45,14713,United Kingdom,12.9
538168,21212,PACK OF 72 RETROSPOT CAKE CASES,5,2010-12-09 19:23:00,0.55,14702,United Kingdom,2.75
538168,21485,RETROSPOT HEART HOT WATER BOTTLE,4,2010-12-09 19:23:00,4.95,14702,United Kingdom,19.8
538168,22082,RIBBON REEL STRIPES DESIGN ,10,2010-12-09 19:23:00,1.65,14702,United Kingdom,16.5
538168,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,13,2010-12-09 19:23:00,2.95,14702,United Kingdom,38.35
538168,22111,SCOTTIE DOG HOT WATER BOTTLE,2,2010-12-09 19:23:00,4.95,14702,United Kingdom,9.9
538168,22141,CHRISTMAS CRAFT TREE TOP ANGEL,6,2010-12-09 19:23:00,2.1,14702,United Kingdom,12.600000000000001
538168,22144,CHRISTMAS CRAFT LITTLE FRIENDS,6,2010-12-09 19:23:00,2.1,14702,United Kingdom,12.600000000000001
538168,22417,PACK OF 60 SPACEBOY CAKE CASES,2,2010-12-09 19:23:00,0.55,14702,United Kingdom,1.1
538168,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,9,2010-12-09 19:23:00,2.95,14702,United Kingdom,26.55
538168,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,2010-12-09 19:23:00,0.55,14702,United Kingdom,13.200000000000001
538168,84946,ANTIQUE SILVER TEA GLASS ETCHED,6,2010-12-09 19:23:00,1.25,14702,United Kingdom,7.5
538168,84978,HANGING HEART JAR T-LIGHT HOLDER,6,2010-12-09 19:23:00,1.25,14702,United Kingdom,7.5
538168,85049E,SCANDINAVIAN REDS RIBBONS,6,2010-12-09 19:23:00,1.25,14702,United Kingdom,7.5
538169,21034,REX CASH+CARRY JUMBO SHOPPER,2,2010-12-09 19:28:00,0.95,13230,United Kingdom,1.9
538169,22469,HEART OF WICKER SMALL,4,2010-12-09 19:28:00,1.65,13230,United Kingdom,6.6
538169,22470,HEART OF WICKER LARGE,4,2010-12-09 19:28:00,2.95,13230,United Kingdom,11.8
538169,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,3,2010-12-09 19:28:00,2.95,13230,United Kingdom,8.850000000000001
538169,82484,WOOD BLACK BOARD ANT WHITE FINISH,2,2010-12-09 19:28:00,6.45,13230,United Kingdom,12.9
538169,84946,ANTIQUE SILVER TEA GLASS ETCHED,2,2010-12-09 19:28:00,1.25,13230,United Kingdom,2.5
538170,21481,FAWN BLUE HOT WATER BOTTLE,10,2010-12-09 19:32:00,2.95,13969,United Kingdom,29.5
538170,21790,VINTAGE SNAP CARDS,3,2010-12-09 19:32:00,0.85,13969,United Kingdom,2.55
538170,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,12,2010-12-09 19:32:00,2.95,13969,United Kingdom,35.400000000000006
538170,22197,SMALL POPCORN HOLDER,2,2010-12-09 19:32:00,0.85,13969,United Kingdom,1.7
538170,22652,TRAVEL SEWING KIT,2,2010-12-09 19:32:00,1.65,13969,United Kingdom,3.3
538170,22726,ALARM CLOCK BAKELIKE GREEN,1,2010-12-09 19:32:00,3.75,13969,United Kingdom,3.75
538170,22729,ALARM CLOCK BAKELIKE ORANGE,1,2010-12-09 19:32:00,3.75,13969,United Kingdom,3.75
538170,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,10,2010-12-09 19:32:00,2.95,13969,United Kingdom,29.5
538170,22961,JAM MAKING SET PRINTED,4,2010-12-09 19:32:00,1.45,13969,United Kingdom,5.8
538170,82582,AREA PATROLLED METAL SIGN,12,2010-12-09 19:32:00,2.1,13969,United Kingdom,25.200000000000003
538170,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2010-12-09 19:32:00,1.69,13969,United Kingdom,27.04
538171,20971,PINK BLUE FELT CRAFT TRINKET BOX,2,2010-12-09 20:01:00,1.25,17530,United Kingdom,2.5
538171,21034,REX CASH+CARRY JUMBO SHOPPER,1,2010-12-09 20:01:00,0.95,17530,United Kingdom,0.95
538171,21210,SET OF 72 RETROSPOT PAPER  DOILIES,2,2010-12-09 20:01:00,1.45,17530,United Kingdom,2.9
538171,21479,WHITE SKULL HOT WATER BOTTLE ,1,2010-12-09 20:01:00,3.75,17530,United Kingdom,3.75
538171,21908,CHOCOLATE THIS WAY METAL SIGN,2,2010-12-09 20:01:00,2.1,17530,United Kingdom,4.2
538171,21931,JUMBO STORAGE BAG SUKI,2,2010-12-09 20:01:00,1.95,17530,United Kingdom,3.9
538171,21975,PACK OF 60 DINOSAUR CAKE CASES,2,2010-12-09 20:01:00,0.55,17530,United Kingdom,1.1
538171,22367,CHILDRENS APRON SPACEBOY DESIGN,4,2010-12-09 20:01:00,1.95,17530,United Kingdom,7.8
538171,22417,PACK OF 60 SPACEBOY CAKE CASES,3,2010-12-09 20:01:00,0.55,17530,United Kingdom,1.6500000000000001
538171,22551,PLASTERS IN TIN SPACEBOY,4,2010-12-09 20:01:00,1.65,17530,United Kingdom,6.6
538171,22553,PLASTERS IN TIN SKULLS,6,2010-12-09 20:01:00,1.65,17530,United Kingdom,9.899999999999999
538171,22555,PLASTERS IN TIN STRONGMAN,2,2010-12-09 20:01:00,1.65,17530,United Kingdom,3.3
538171,22556,PLASTERS IN TIN CIRCUS PARADE ,2,2010-12-09 20:01:00,1.65,17530,United Kingdom,3.3
538171,22557,PLASTERS IN TIN VINTAGE PAISLEY ,1,2010-12-09 20:01:00,1.65,17530,United Kingdom,1.65
538171,22558,CLOTHES PEGS RETROSPOT PACK 24 ,4,2010-12-09 20:01:00,1.49,17530,United Kingdom,5.96
538171,22666,RECIPE BOX PANTRY YELLOW DESIGN,1,2010-12-09 20:01:00,2.95,17530,United Kingdom,2.95
538171,22748,POPPY'S PLAYHOUSE KITCHEN,2,2010-12-09 20:01:00,2.1,17530,United Kingdom,4.2
538171,22750,FELTCRAFT PRINCESS LOLA DOLL,1,2010-12-09 20:01:00,3.75,17530,United Kingdom,3.75
538171,22835,HOT WATER BOTTLE I AM SO POORLY,1,2010-12-09 20:01:00,4.65,17530,United Kingdom,4.65
538171,22951,60 CAKE CASES DOLLY GIRL DESIGN,2,2010-12-09 20:01:00,0.55,17530,United Kingdom,1.1
538171,47591D,PINK FAIRY CAKE CHILDRENS APRON,1,2010-12-09 20:01:00,1.95,17530,United Kingdom,1.95
538171,84991,60 TEATIME FAIRY CAKE CASES,1,2010-12-09 20:01:00,0.55,17530,United Kingdom,0.55
538171,85152,HAND OVER THE CHOCOLATE   SIGN ,3,2010-12-09 20:01:00,2.1,17530,United Kingdom,6.300000000000001
538172,21914,BLUE HARMONICA IN BOX ,24,2010-12-10 09:33:00,1.25,15805,United Kingdom,30.0
538172,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,24,2010-12-10 09:33:00,2.95,15805,United Kingdom,70.80000000000001
538172,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,2010-12-10 09:33:00,0.55,15805,United Kingdom,13.200000000000001
538172,79321,CHILLI LIGHTS,8,2010-12-10 09:33:00,4.95,15805,United Kingdom,39.6
538174,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12,2010-12-10 09:35:00,1.45,12471,Germany,17.4
538174,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2010-12-10 09:35:00,0.55,12471,Germany,13.200000000000001
538174,21231,SWEETHEART CERAMIC TRINKET BOX,12,2010-12-10 09:35:00,1.25,12471,Germany,15.0
538174,21232,STRAWBERRY CERAMIC TRINKET BOX,36,2010-12-10 09:35:00,1.25,12471,Germany,45.0
538174,21731,RED TOADSTOOL LED NIGHT LIGHT,48,2010-12-10 09:35:00,1.65,12471,Germany,79.19999999999999
538174,22077,6 RIBBONS RUSTIC CHARM,24,2010-12-10 09:35:00,1.65,12471,Germany,39.599999999999994
538174,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,12,2010-12-10 09:35:00,2.95,12471,Germany,35.400000000000006
538174,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,12,2010-12-10 09:35:00,2.95,12471,Germany,35.400000000000006
538174,22423,REGENCY CAKESTAND 3 TIER,32,2010-12-10 09:35:00,10.95,12471,Germany,350.4
538174,22554,PLASTERS IN TIN WOODLAND ANIMALS,24,2010-12-10 09:35:00,1.65,12471,Germany,39.599999999999994
538174,22555,PLASTERS IN TIN STRONGMAN,24,2010-12-10 09:35:00,1.65,12471,Germany,39.599999999999994
538174,22556,PLASTERS IN TIN CIRCUS PARADE ,24,2010-12-10 09:35:00,1.65,12471,Germany,39.599999999999994
538174,22621,TRADITIONAL KNITTING NANCY,12,2010-12-10 09:35:00,1.45,12471,Germany,17.4
538174,22625,RED KITCHEN SCALES,12,2010-12-10 09:35:00,7.65,12471,Germany,91.80000000000001
538174,22728,ALARM CLOCK BAKELIKE PINK,24,2010-12-10 09:35:00,3.75,12471,Germany,90.0
538174,22748,POPPY'S PLAYHOUSE KITCHEN,6,2010-12-10 09:35:00,2.1,12471,Germany,12.600000000000001
538174,22907,PACK OF 20 NAPKINS PANTRY DESIGN,24,2010-12-10 09:35:00,0.85,12471,Germany,20.4
538175,POST,POSTAGE,21,2010-12-10 09:48:00,18.0,12471,Germany,378.0
538176,21181,PLEASE ONE PERSON METAL SIGN,48,2010-12-10 09:48:00,1.85,17675,United Kingdom,88.80000000000001
538176,22726,ALARM CLOCK BAKELIKE GREEN,24,2010-12-10 09:48:00,3.75,17675,United Kingdom,90.0
538176,22728,ALARM CLOCK BAKELIKE PINK,16,2010-12-10 09:48:00,3.75,17675,United Kingdom,60.0
538176,85123A,WHITE HANGING HEART T-LIGHT HOLDER,64,2010-12-10 09:48:00,2.55,17675,United Kingdom,163.2
538180,22551,PLASTERS IN TIN SPACEBOY,24,2010-12-10 09:53:00,1.65,13418,United Kingdom,39.599999999999994
538180,22554,PLASTERS IN TIN WOODLAND ANIMALS,24,2010-12-10 09:53:00,1.65,13418,United Kingdom,39.599999999999994
538180,22555,PLASTERS IN TIN STRONGMAN,24,2010-12-10 09:53:00,1.65,13418,United Kingdom,39.599999999999994
538180,22556,PLASTERS IN TIN CIRCUS PARADE ,24,2010-12-10 09:53:00,1.65,13418,United Kingdom,39.599999999999994
538180,22969,HOMEMADE JAM SCENTED CANDLES,24,2010-12-10 09:53:00,1.45,13418,United Kingdom,34.8
538180,85150,LADIES & GENTLEMEN METAL SIGN,12,2010-12-10 09:53:00,2.55,13418,United Kingdom,30.599999999999998
538183,21481,FAWN BLUE HOT WATER BOTTLE,12,2010-12-10 10:21:00,2.95,16265,United Kingdom,35.400000000000006
538183,22624,IVORY KITCHEN SCALES,2,2010-12-10 10:21:00,8.5,16265,United Kingdom,17.0
538183,22625,RED KITCHEN SCALES,2,2010-12-10 10:21:00,8.5,16265,United Kingdom,17.0
538183,22748,POPPY'S PLAYHOUSE KITCHEN,6,2010-12-10 10:21:00,2.1,16265,United Kingdom,12.600000000000001
538185,21790,VINTAGE SNAP CARDS,24,2010-12-10 10:22:00,0.85,16265,United Kingdom,20.4
538185,21791,VINTAGE HEADS AND TAILS CARD GAME ,24,2010-12-10 10:22:00,1.25,16265,United Kingdom,30.0
538190,21034,REX CASH+CARRY JUMBO SHOPPER,2,2010-12-10 10:47:00,0.95,17790,United Kingdom,1.9
538190,22469,HEART OF WICKER SMALL,20,2010-12-10 10:47:00,1.65,17790,United Kingdom,33.0
538190,22470,HEART OF WICKER LARGE,6,2010-12-10 10:47:00,2.95,17790,United Kingdom,17.700000000000003
538190,82482,WOODEN PICTURE FRAME WHITE FINISH,3,2010-12-10 10:47:00,2.55,17790,United Kingdom,7.6499999999999995
538190,82494L,WOODEN FRAME ANTIQUE WHITE ,3,2010-12-10 10:47:00,2.95,17790,United Kingdom,8.850000000000001
538190,85066,CREAM SWEETHEART MINI CHEST,2,2010-12-10 10:47:00,12.75,17790,United Kingdom,25.5
538190,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2010-12-10 10:47:00,2.95,17790,United Kingdom,14.75
538191,20685,DOORMAT RED RETROSPOT,30,2010-12-10 10:49:00,6.75,15061,United Kingdom,202.5
538191,21212,PACK OF 72 RETROSPOT CAKE CASES,120,2010-12-10 10:49:00,0.42,15061,United Kingdom,50.4
538191,22423,REGENCY CAKESTAND 3 TIER,272,2010-12-10 10:49:00,10.95,15061,United Kingdom,2978.3999999999996
538191,22467,GUMBALL COAT RACK,108,2010-12-10 10:49:00,2.1,15061,United Kingdom,226.8
538191,22629,SPACEBOY LUNCH BOX ,64,2010-12-10 10:49:00,1.65,15061,United Kingdom,105.6
538191,22659,LUNCH BOX I LOVE LONDON,128,2010-12-10 10:49:00,1.65,15061,United Kingdom,211.2
538191,48187,DOORMAT NEW ENGLAND,30,2010-12-10 10:49:00,6.75,15061,United Kingdom,202.5
538191,71459,HANGING JAM JAR T-LIGHT HOLDER,144,2010-12-10 10:49:00,0.72,15061,United Kingdom,103.67999999999999
538191,84692,BOX OF 24 COCKTAIL PARASOLS,75,2010-12-10 10:49:00,0.32,15061,United Kingdom,24.0
538194,21034,REX CASH+CARRY JUMBO SHOPPER,1,2010-12-10 10:52:00,0.95,17790,United Kingdom,0.95
538195,48184,DOORMAT ENGLISH ROSE ,30,2010-12-10 10:52:00,6.75,15061,United Kingdom,202.5
538196,20685,DOORMAT RED RETROSPOT,20,2010-12-10 10:56:00,6.75,12731,France,135.0
538196,20725,LUNCH BAG RED RETROSPOT,10,2010-12-10 10:56:00,1.65,12731,France,16.5
538196,21889,WOODEN BOX OF DOMINOES,24,2010-12-10 10:56:00,1.25,12731,France,30.0
538196,21914,BLUE HARMONICA IN BOX ,24,2010-12-10 10:56:00,1.25,12731,France,30.0
538196,21915,RED  HARMONICA IN BOX ,24,2010-12-10 10:56:00,1.25,12731,France,30.0
538196,22558,CLOTHES PEGS RETROSPOT PACK 24 ,24,2010-12-10 10:56:00,1.49,12731,France,35.76
538196,48138,DOORMAT UNION FLAG,20,2010-12-10 10:56:00,6.75,12731,France,135.0
538196,84879,ASSORTED COLOUR BIRD ORNAMENT,120,2010-12-10 10:56:00,1.69,12731,France,202.79999999999998
538196,POST,POSTAGE,8,2010-12-10 10:56:00,18.0,12731,France,144.0
538202,21034,REX CASH+CARRY JUMBO SHOPPER,1,2010-12-10 11:19:00,0.95,14667,United Kingdom,0.95
538202,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,2010-12-10 11:19:00,5.95,14667,United Kingdom,11.9
538202,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,2010-12-10 11:19:00,7.95,14667,United Kingdom,15.9
538202,85066,CREAM SWEETHEART MINI CHEST,2,2010-12-10 11:19:00,12.75,14667,United Kingdom,25.5
538203,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2010-12-10 11:21:00,0.55,13767,United Kingdom,13.200000000000001
538203,21314,SMALL GLASS HEART TRINKET POT,16,2010-12-10 11:21:00,2.1,13767,United Kingdom,33.6
538203,21481,FAWN BLUE HOT WATER BOTTLE,6,2010-12-10 11:21:00,2.95,13767,United Kingdom,17.700000000000003
538203,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,2010-12-10 11:21:00,0.55,13767,United Kingdom,13.200000000000001
538203,22726,ALARM CLOCK BAKELIKE GREEN,6,2010-12-10 11:21:00,3.75,13767,United Kingdom,22.5
538203,22727,ALARM CLOCK BAKELIKE RED ,10,2010-12-10 11:21:00,3.75,13767,United Kingdom,37.5
538203,84991,60 TEATIME FAIRY CAKE CASES,24,2010-12-10 11:21:00,0.55,13767,United Kingdom,13.200000000000001
538204,21790,VINTAGE SNAP CARDS,72,2010-12-10 11:23:00,0.72,16656,United Kingdom,51.839999999999996
538205,20728,LUNCH BAG CARS BLUE,1,2010-12-10 11:24:00,1.65,12748,United Kingdom,1.65
538205,21034,REX CASH+CARRY JUMBO SHOPPER,5,2010-12-10 11:24:00,0.95,12748,United Kingdom,4.75
538205,21121,SET/10 RED POLKADOT PARTY CANDLES,2,2010-12-10 11:24:00,1.25,12748,United Kingdom,2.5
538205,22382,LUNCH BAG SPACEBOY DESIGN ,1,2010-12-10 11:24:00,1.65,12748,United Kingdom,1.65
538205,22383,LUNCH BAG SUKI  DESIGN ,1,2010-12-10 11:24:00,1.65,12748,United Kingdom,1.65
538205,22561,WOODEN SCHOOL COLOURING SET,3,2010-12-10 11:24:00,1.65,12748,United Kingdom,4.949999999999999
538205,22617,BAKING SET SPACEBOY DESIGN,4,2010-12-10 11:24:00,4.95,12748,United Kingdom,19.8
538205,22748,POPPY'S PLAYHOUSE KITCHEN,1,2010-12-10 11:24:00,2.1,12748,United Kingdom,2.1
538205,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,1,2010-12-10 11:24:00,0.85,12748,United Kingdom,0.85
538207,21034,REX CASH+CARRY JUMBO SHOPPER,1,2010-12-10 11:33:00,0.95,12748,United Kingdom,0.95
538207,21166,COOK WITH WINE METAL SIGN ,1,2010-12-10 11:33:00,1.95,12748,United Kingdom,1.95
538207,21174,POTTERING IN THE SHED METAL SIGN,1,2010-12-10 11:33:00,1.95,12748,United Kingdom,1.95
538207,21175,GIN + TONIC DIET METAL SIGN,2,2010-12-10 11:33:00,2.1,12748,United Kingdom,4.2
538207,22197,SMALL POPCORN HOLDER,4,2010-12-10 11:33:00,0.85,12748,United Kingdom,3.4
538207,22470,HEART OF WICKER LARGE,2,2010-12-10 11:33:00,2.95,12748,United Kingdom,5.9
538207,22666,RECIPE BOX PANTRY YELLOW DESIGN,1,2010-12-10 11:33:00,2.95,12748,United Kingdom,2.95
538207,22748,POPPY'S PLAYHOUSE KITCHEN,1,2010-12-10 11:33:00,2.1,12748,United Kingdom,2.1
538207,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,1,2010-12-10 11:33:00,1.25,12748,United Kingdom,1.25
538209,21034,REX CASH+CARRY JUMBO SHOPPER,1,2010-12-10 11:42:00,0.95,12748,United Kingdom,0.95
538209,21166,COOK WITH WINE METAL SIGN ,1,2010-12-10 11:42:00,1.95,12748,United Kingdom,1.95
538209,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,2010-12-10 11:42:00,2.95,12748,United Kingdom,2.95
538209,22141,CHRISTMAS CRAFT TREE TOP ANGEL,2,2010-12-10 11:42:00,2.1,12748,United Kingdom,4.2
538209,22469,HEART OF WICKER SMALL,2,2010-12-10 11:42:00,1.65,12748,United Kingdom,3.3
538209,22470,HEART OF WICKER LARGE,1,2010-12-10 11:42:00,2.95,12748,United Kingdom,2.95
538209,22617,BAKING SET SPACEBOY DESIGN,2,2010-12-10 11:42:00,4.95,12748,United Kingdom,9.9
538209,22748,POPPY'S PLAYHOUSE KITCHEN,2,2010-12-10 11:42:00,2.1,12748,United Kingdom,4.2
538209,22766,PHOTO FRAME CORNICE,1,2010-12-10 11:42:00,2.95,12748,United Kingdom,2.95
538209,84692,BOX OF 24 COCKTAIL PARASOLS,2,2010-12-10 11:42:00,0.42,12748,United Kingdom,0.84
538211,21479,WHITE SKULL HOT WATER BOTTLE ,12,2010-12-10 11:47:00,3.75,17690,United Kingdom,45.0
538211,21481,FAWN BLUE HOT WATER BOTTLE,6,2010-12-10 11:47:00,2.95,17690,United Kingdom,17.700000000000003
538248,21175,GIN + TONIC DIET METAL SIGN,2,2010-12-10 12:14:00,2.1,18116,United Kingdom,4.2
538248,21733,RED HANGING HEART T-LIGHT HOLDER,3,2010-12-10 12:14:00,2.95,18116,United Kingdom,8.850000000000001
538248,22367,CHILDRENS APRON SPACEBOY DESIGN,2,2010-12-10 12:14:00,1.95,18116,United Kingdom,3.9
538248,22469,HEART OF WICKER SMALL,1,2010-12-10 12:14:00,1.65,18116,United Kingdom,1.65
538248,22470,HEART OF WICKER LARGE,2,2010-12-10 12:14:00,2.95,18116,United Kingdom,5.9
538248,22616,PACK OF 12 LONDON TISSUES ,12,2010-12-10 12:14:00,0.29,18116,United Kingdom,3.4799999999999995
538248,22652,TRAVEL SEWING KIT,2,2010-12-10 12:14:00,1.65,18116,United Kingdom,3.3
538248,22804,CANDLEHOLDER PINK HANGING HEART,2,2010-12-10 12:14:00,2.95,18116,United Kingdom,5.9
538248,22966,GINGERBREAD MAN COOKIE CUTTER,1,2010-12-10 12:14:00,1.25,18116,United Kingdom,1.25
538248,47591D,PINK FAIRY CAKE CHILDRENS APRON,3,2010-12-10 12:14:00,1.95,18116,United Kingdom,5.85
538248,48138,DOORMAT UNION FLAG,1,2010-12-10 12:14:00,7.95,18116,United Kingdom,7.95
538248,84378,SET OF 3 HEART COOKIE CUTTERS,1,2010-12-10 12:14:00,1.25,18116,United Kingdom,1.25
538248,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,1,2010-12-10 12:14:00,1.25,18116,United Kingdom,1.25
538248,84991,60 TEATIME FAIRY CAKE CASES,2,2010-12-10 12:14:00,0.55,18116,United Kingdom,1.1
538248,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2010-12-10 12:14:00,2.95,18116,United Kingdom,11.8
538250,21231,SWEETHEART CERAMIC TRINKET BOX,1,2010-12-10 12:20:00,1.25,18118,United Kingdom,1.25
538250,21232,STRAWBERRY CERAMIC TRINKET BOX,2,2010-12-10 12:20:00,1.25,18118,United Kingdom,2.5
538250,22084,PAPER CHAIN KIT EMPIRE,1,2010-12-10 12:20:00,2.95,18118,United Kingdom,2.95
538250,22141,CHRISTMAS CRAFT TREE TOP ANGEL,1,2010-12-10 12:20:00,2.1,18118,United Kingdom,2.1
538250,22147,FELTCRAFT BUTTERFLY HEARTS,3,2010-12-10 12:20:00,1.45,18118,United Kingdom,4.35
538250,22952,60 CAKE CASES VINTAGE CHRISTMAS,1,2010-12-10 12:20:00,0.55,18118,United Kingdom,0.55
538250,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2010-12-10 12:20:00,2.95,18118,United Kingdom,23.6
538252,22624,IVORY KITCHEN SCALES,2,2010-12-10 12:29:00,8.5,16019,United Kingdom,17.0
538252,22625,RED KITCHEN SCALES,2,2010-12-10 12:29:00,8.5,16019,United Kingdom,17.0
538252,79321,CHILLI LIGHTS,6,2010-12-10 12:29:00,4.95,16019,United Kingdom,29.700000000000003
538252,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2010-12-10 12:29:00,2.55,16019,United Kingdom,15.299999999999999
538252,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2010-12-10 12:29:00,2.95,16019,United Kingdom,17.700000000000003
538252,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2010-12-10 12:29:00,2.55,16019,United Kingdom,81.6
538255,20725,LUNCH BAG RED RETROSPOT,10,2010-12-10 12:33:00,1.65,14911,EIRE,16.5
538255,21166,COOK WITH WINE METAL SIGN ,12,2010-12-10 12:33:00,1.95,14911,EIRE,23.4
538255,21181,PLEASE ONE PERSON METAL SIGN,12,2010-12-10 12:33:00,2.1,14911,EIRE,25.200000000000003
538255,21523,DOORMAT FANCY FONT HOME SWEET HOME,2,2010-12-10 12:33:00,7.95,14911,EIRE,15.9
538255,21524,DOORMAT SPOTTY HOME SWEET HOME,2,2010-12-10 12:33:00,7.95,14911,EIRE,15.9
538255,22367,CHILDRENS APRON SPACEBOY DESIGN,8,2010-12-10 12:33:00,1.95,14911,EIRE,15.6
538255,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,20,2010-12-10 12:33:00,1.95,14911,EIRE,39.0
538255,22413,METAL SIGN TAKE IT OR LEAVE IT ,6,2010-12-10 12:33:00,2.95,14911,EIRE,17.700000000000003
538255,22423,REGENCY CAKESTAND 3 TIER,6,2010-12-10 12:33:00,12.75,14911,EIRE,76.5
538255,22624,IVORY KITCHEN SCALES,2,2010-12-10 12:33:00,8.5,14911,EIRE,17.0
538255,22625,RED KITCHEN SCALES,2,2010-12-10 12:33:00,8.5,14911,EIRE,17.0
538255,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,12,2010-12-10 12:33:00,0.85,14911,EIRE,10.2
538255,47591D,PINK FAIRY CAKE CHILDRENS APRON,8,2010-12-10 12:33:00,1.95,14911,EIRE,15.6
538255,48187,DOORMAT NEW ENGLAND,2,2010-12-10 12:33:00,7.95,14911,EIRE,15.9
538263,15056N,EDWARDIAN PARASOL NATURAL,3,2010-12-10 12:44:00,5.95,18065,United Kingdom,17.85
